ID,TEXT
208,Jason Williamsscored 	707 points in the full tournament
209,Jeff Fosterscored 	248 points in the full tournament
210,Jeff McInnisscored 	1030 points in the full tournament
211,Jelani McCoyscored 	300 points in the full tournament
212,Jermaine O'Nealscored 	1020 points in the full tournament
213,Jerome Kerseyscored 	72 points in the full tournament
214,Jerome Moisoscored 	35 points in the full tournament
215,Jerome Williamsscored 	372 points in the full tournament
216,Jerry Stackhousescored 	2352 points in the full tournament
217,Jim Jacksonscored 	638 points in the full tournament
218,Jim McIlvainescored 	27 points in the full tournament
219,Joe Smithscored 	825 points in the full tournament
220,Joel Przybillascored 	25 points in the full tournament
221,John Amaechiscored 	636 points in the full tournament
222,John Cokerscored 	2 points in the full tournament
223,John Crottyscored 	53 points in the full tournament
224,John Starksscored 	664 points in the full tournament
225,John Stocktonscored 	899 points in the full tournament
226,John Wallacescored 	237 points in the full tournament
227,Johnny Newmanscored 	893 points in the full tournament
228,Jon Barryscored 	316 points in the full tournament
229,Jonathan Benderscored 	193 points in the full tournament
230,Juan Sanchezscored 	20 points in the full tournament
231,Jud Buechlerscored 	189 points in the full tournament
232,Jumaine Jonesscored 	304 points in the full tournament
233,Juwan Howardscored 	1443 points in the full tournament
234,Karl Malonescored 	1821 points in the full tournament
235,Keith Van Hornscored 	822 points in the full tournament
236,Kelvin Catoscored 	163 points in the full tournament
237,Kendall Gillscored 	277 points in the full tournament
238,Kenny Andersonscored 	244 points in the full tournament
239,Kenny Thomasscored 	522 points in the full tournament
240,Kenyon Martinscored 	798 points in the full tournament
241,Keon Clarkscored 	640 points in the full tournament
242,Kevin Edwardsscored 	158 points in the full tournament
243,Kevin Garnettscored 	1752 points in the full tournament
244,Kevin Olliescored 	216 points in the full tournament
245,Kevin Willisscored 	718 points in the full tournament
246,Keyon Doolingscored 	449 points in the full tournament
247,Khalid El-Aminscored 	314 points in the full tournament
248,Kobe Bryantscored 	1923 points in the full tournament
249,Kornel Davidscored 	62 points in the full tournament
250,Kurt Thomasscored 	786 points in the full tournament
251,LaPhonso Ellisscored 	770 points in the full tournament
252,Lamar Odomscored 	1290 points in the full tournament
253,Lamond Murrayscored 	998 points in the full tournament
254,Laron Profitscored 	150 points in the full tournament
255,Larry Hughesscored 	823 points in the full tournament
256,Larry Johnsonscored 	637 points in the full tournament
257,Larry Robinsonscored 	199 points in the full tournament
258,Latrell Sprewellscored 	1348 points in the full tournament
259,Lavor Postellscored 	59 points in the full tournament
260,Lawrence Funderburkescored 	288 points in the full tournament
261,Lee Nailonscored 	164 points in the full tournament
262,Lindsey Hunterscored 	823 points in the full tournament
263,Lorenzen Wrightscored 	866 points in the full tournament
264,Loy Vaughtscored 	158 points in the full tournament
265,Luc Longleyscored 	47 points in the full tournament
266,Lucious Harrisscored 	675 points in the full tournament
267,Mahmoud Abdul-Raufscored 	266 points in the full tournament
268,Malik Rosescored 	437 points in the full tournament
269,Mamadou N'diayescored 	4 points in the full tournament
270,Marc Jacksonscored 	627 points in the full tournament
271,Marcus Cambyscored 	738 points in the full tournament
272,Marcus Fizerscored 	683 points in the full tournament
273,Mario Eliescored 	297 points in the full tournament
274,Mark Blountscored 	239 points in the full tournament
275,Mark Bryantscored 	19 points in the full tournament
276,Mark Jacksonscored 	628 points in the full tournament
277,Mark Madsenscored 	136 points in the full tournament
278,Mark Popescored 	145 points in the full tournament
279,Mark Stricklandscored 	252 points in the full tournament
280,Mateen Cleavesscored 	420 points in the full tournament
281,Matt Bullardscored 	354 points in the full tournament
282,Matt Geigerscored 	213 points in the full tournament
283,Matt Harpringscored 	619 points in the full tournament
284,Matt Maloneyscored 	365 points in the full tournament
285,Maurice Taylorscored 	867 points in the full tournament
286,Metta World Peacescored 	891 points in the full tournament
287,Michael Curryscored 	349 points in the full tournament
288,Michael Dickersonscored 	1133 points in the full tournament
289,Michael Doleacscored 	488 points in the full tournament
290,Michael Finleyscored 	1744 points in the full tournament
291,Michael Hawkinsscored 	8 points in the full tournament
292,Michael Olowokandiscored 	676 points in the full tournament
293,Michael Reddscored 	13 points in the full tournament
294,Michael Ruffinscored 	119 points in the full tournament
295,Michael Smithscored 	299 points in the full tournament
296,Michael Stewartscored 	33 points in the full tournament
297,Mike Bibbyscored 	1287 points in the full tournament
298,Mike Millerscored 	963 points in the full tournament
299,Mike Penberthyscored 	257 points in the full tournament
300,Mike Smithscored 	43 points in the full tournament
301,Mikki Moorescored 	359 points in the full tournament
302,Milt Palacioscored 	342 points in the full tournament
303,Mitch Richmondscored 	596 points in the full tournament
304,Monty Williamsscored 	410 points in the full tournament
305,Moochie Norrisscored 	544 points in the full tournament
306,Mookie Blaylockscored 	748 points in the full tournament
307,Morris Petersonscored 	733 points in the full tournament
308,Nazr Mohammedscored 	417 points in the full tournament
309,Nick Andersonscored 	38 points in the full tournament
310,Nick Van Exelscored 	1249 points in the full tournament
311,Obinna Ekeziescored 	101 points in the full tournament
312,Olden Polynicescored 	397 points in the full tournament
313,Olumide Oyedejiscored 	45 points in the full tournament
314,Othella Harringtonscored 	661 points in the full tournament
315,Otis Thorpescored 	138 points in the full tournament
316,P.J. Brownscored 	668 points in the full tournament
317,Pat Garrityscored 	628 points in the full tournament
318,Patrick Ewingscored 	749 points in the full tournament
319,Paul McPhersonscored 	262 points in the full tournament
320,Paul Piercescored 	2051 points in the full tournament
321,Peja Stojakovicscored 	1509 points in the full tournament
322,Pervis Ellisonscored 	6 points in the full tournament
323,Popeye Jonesscored 	160 points in the full tournament
324,Quentin Richardsonscored 	613 points in the full tournament
325,Quincy Lewisscored 	124 points in the full tournament
326,Raef LaFrentzscored 	980 points in the full tournament
327,Rafer Alstonscored 	77 points in the full tournament
328,Raja Bellscored 	5 points in the full tournament
329,Randy Brownscored 	223 points in the full tournament
330,Rashard Lewisscored 	1140 points in the full tournament
331,Rasheed Wallacescored 	1447 points in the full tournament
332,Rasho Nesterovicscored 	324 points in the full tournament
333,Ray Allenscored 	1789 points in the full tournament
334,Reggie Millerscored 	1514 points in the full tournament
335,Reggie Slaterscored 	252 points in the full tournament
336,Richard Hamiltonscored 	1392 points in the full tournament
337,Rick Brunsonscored 	46 points in the full tournament
338,Rick Foxscored 	782 points in the full tournament
339,Ricky Davisscored 	32 points in the full tournament
340,Robert Horryscored 	387 points in the full tournament
341,Robert Packscored 	479 points in the full tournament
342,Robert Traylorscored 	402 points in the full tournament
343,Rod Stricklandscored 	496 points in the full tournament
344,Rodney Bufordscored 	248 points in the full tournament
345,Rodney Rogersscored 	997 points in the full tournament
346,Ron Harperscored 	298 points in the full tournament
347,Ron Mercerscored 	1188 points in the full tournament
348,Roshown McLeodscored 	331 points in the full tournament
349,Ruben Garcesscored 	16 points in the full tournament
350,Ruben Pattersonscored 	980 points in the full tournament
351,Ruben Wolkowyskiscored 	75 points in the full tournament
352,Ryan Bowenscored 	191 points in the full tournament
353,Sam Cassellscored 	1352 points in the full tournament
354,Sam Jacobsonscored 	20 points in the full tournament
355,Sam Mitchellscored 	285 points in the full tournament
356,Sam Perkinsscored 	232 points in the full tournament
357,Samaki Walkerscored 	321 points in the full tournament
358,Scot Pollardscored 	496 points in the full tournament
359,Scott Burrellscored 	17 points in the full tournament
360,Scott Padgettscored 	42 points in the full tournament
361,Scott Williamsscored 	399 points in the full tournament
362,Scottie Pippenscored 	715 points in the full tournament
363,Sean Colsonscored 	15 points in the full tournament
364,Sean Elliottscored 	400 points in the full tournament
365,Sean Rooksscored 	446 points in the full tournament
366,Shammond Williamsscored 	459 points in the full tournament
367,Shandon Andersonscored 	696 points in the full tournament
368,Shaquille O'Nealscored 	2054 points in the full tournament
369,Shareef Abdur-Rahimscored 	1641 points in the full tournament
370,Shawn Bradleyscored 	571 points in the full tournament
371,Shawn Kempscored 	441 points in the full tournament
372,Shawn Marionscored 	1357 points in the full tournament
373,Shawnelle Scottscored 	43 points in the full tournament
374,Sherman Douglasscored 	336 points in the full tournament
375,Slava Medvedenkoscored 	32 points in the full tournament
376,Soumaila Samakescored 	46 points in the full tournament
377,Stacey Augmonscored 	305 points in the full tournament
378,Stephen Jacksonscored 	631 points in the full tournament
379,Stephon Marburyscored 	1585 points in the full tournament
380,Steve Francisscored 	1583 points in the full tournament
381,Steve Goodrichscored 	19 points in the full tournament
382,Steve Kerrscored 	181 points in the full tournament
383,Steve Nashscored 	1089 points in the full tournament
384,Steven Smithscored 	1098 points in the full tournament
385,Stromile Swiftscored 	391 points in the full tournament
386,Tariq Abdul-Wahadscored 	109 points in the full tournament
387,Terrell Brandonscored 	1234 points in the full tournament
388,Terry Davisscored 	33 points in the full tournament
389,Terry Millsscored 	25 points in the full tournament
390,Terry Porterscored 	572 points in the full tournament
391,Theo Ratliffscored 	597 points in the full tournament
392,Tim Duncanscored 	1792 points in the full tournament
393,Tim Hardawayscored 	1144 points in the full tournament
394,Tim Jamesscored 	45 points in the full tournament
395,Tim Thomasscored 	948 points in the full tournament
396,Todd Dayscored 	132 points in the full tournament
397,Todd Fullerscored 	28 points in the full tournament
398,Todd MacCullochscored 	260 points in the full tournament
399,Tom Gugliottascored 	362 points in the full tournament
400,Tom Hammondsscored 	7 points in the full tournament
401,Toni Kukocscored 	715 points in the full tournament
402,Tony Battiescored 	256 points in the full tournament
403,Tony Delkscored 	1005 points in the full tournament
404,Tony Massenburgscored 	233 points in the full tournament
405,Tony Smithscored 	17 points in the full tournament
406,Tracy McGradyscored 	2044 points in the full tournament
407,Tracy Murrayscored 	257 points in the full tournament
408,Trajan Langdonscored 	389 points in the full tournament
409,Travis Bestscored 	907 points in the full tournament
410,Travis Knightscored 	29 points in the full tournament
411,Troy Hudsonscored 	357 points in the full tournament
412,Tyrone Corbinscored 	20 points in the full tournament
413,Tyrone Hillscored 	718 points in the full tournament
414,Tyrone Nesbyscored 	502 points in the full tournament
415,Tyronn Luescored 	130 points in the full tournament
416,Tyus Edneyscored 	106 points in the full tournament
417,Vernon Maxwellscored 	196 points in the full tournament
418,Vin Bakerscored 	921 points in the full tournament
419,Vince Carterscored 	2037 points in the full tournament
420,Vinny Del Negroscored 	254 points in the full tournament
421,Vitaly Potapenkoscored 	609 points in the full tournament
422,Vlade Divacscored 	951 points in the full tournament
423,Vladimir Stepaniascored 	82 points in the full tournament
424,Vonteego Cummingsscored 	479 points in the full tournament
425,Voshon Lenardscored 	954 points in the full tournament
426,Wally Szczerbiakscored 	1136 points in the full tournament
427,Walt Williamsscored 	597 points in the full tournament
428,Walter McCartyscored 	129 points in the full tournament
429,Wang Zhi-zhiscored 	24 points in the full tournament
430,Wesley Personscored 	308 points in the full tournament
431,Will Perduescored 	14 points in the full tournament
432,William Averyscored 	154 points in the full tournament
433,Zan Tabakscored 	210 points in the full tournament
434,Zendon Hamiltonscored 	9 points in the full tournament
435,Zydrunas Ilgauskasscored 	267 points in the full tournament
